"game_str","play_per_game","pitcher"
"1884_076_Vis3AN_Home3A",65,7787
"1884_076_Vis3AN_Home3A",69,7787
"1884_076_Vis3AN_Home3A",77,7787
"1884_076_Vis3AN_Home3A",111,7787
"1884_076_Vis3AN_Home3A",112,7787
"1884_076_Vis3AN_Home3A",146,7787
"1884_076_Vis3AN_Home3A",194,6079
"1884_076_Vis3AN_Home3A",199,6079
"1884_076_Vis3AN_Home3A",329,811
"1884_079_Vis3AO_Home3A",97,7142
"1884_079_Vis3AO_Home3A",105,7142
"1884_079_Vis3AO_Home3A",121,849
"1884_079_Vis3AO_Home3A",274,4135
"1884_079_Vis3AO_Home3A",324,947
"1884_084_Vis3AP_Home3A",109,2358
"1884_085_Vis3AP_Home3A",20,9270
"1884_085_Vis3AP_Home3A",24,9270
"1884_085_Vis3AP_Home3A",47,9270
"1884_085_Vis3AP_Home3A",48,9270
"1884_085_Vis3AP_Home3A",126,9270
"1884_085_Vis3AP_Home3A",134,9270
"1884_086_Vis3AP_Home3A",44,4063
"1884_086_Vis3AP_Home3A",138,4063
"1884_086_Vis3AP_Home3A",139,4063
"1884_086_Vis3AP_Home3A",146,4063
"1884_086_Vis3AP_Home3A",277,5682
"1884_087_Vis3AP_Home3A",102,849
"1884_087_Vis3AP_Home3A",103,849
"1884_087_Vis3AP_Home3A",104,849
"1884_087_Vis3AP_Home3A",156,4621
"1884_098_Vis3AQ_Home3A",26,5720
"1884_098_Vis3AQ_Home3A",57,5720
"1884_098_Vis3AQ_Home3A",61,5720
"1884_098_Vis3AQ_Home3A",90,849
"1884_098_Vis3AQ_Home3A",91,849
"1884_098_Vis3AQ_Home3A",92,849
"1884_099_Vis3AQ_Home3A",107,433
"1884_099_Vis3AQ_Home3A",138,3018
"1884_101_Vis3AQ_Home3A",21,2573
"1884_101_Vis3AQ_Home3A",68,2573
"1884_101_Vis3AQ_Home3A",69,2573
"1884_101_Vis3AQ_Home3A",70,2573
"1884_101_Vis3AQ_Home3A",73,2573
"1884_101_Vis3AQ_Home3A",76,2573
"1884_101_Vis3AQ_Home3A",138,966
"1884_101_Vis3AQ_Home3A",139,966
"1884_101_Vis3AQ_Home3A",189,2573
"1884_101_Vis3AQ_Home3A",268,808
"1884_107_Vis3AR_Home3A",64,550
"1884_107_Vis3AR_Home3A",80,550
"1884_107_Vis3AR_Home3A",102,7945
"1884_107_Vis3AR_Home3A",223,9883
"1884_107_Vis3AR_Home3A",224,9883
"1884_107_Vis3AR_Home3A",226,9883
"1884_107_Vis3AR_Home3A",227,9883
"1884_107_Vis3AR_Home3A",246,4221
"1884_107_Vis3AR_Home3A",247,4221
"1884_108_Vis3AR_Home3A",11,893
"1884_108_Vis3AR_Home3A",13,893
"1884_108_Vis3AR_Home3A",28,5134
"1884_108_Vis3AR_Home3A",48,893
"1884_108_Vis3AR_Home3A",64,5134
"1884_108_Vis3AR_Home3A",66,5134
"1884_108_Vis3AR_Home3A",69,5134
"1884_108_Vis3AR_Home3A",70,5134
"1884_108_Vis3AR_Home3A",72,5134
"1884_108_Vis3AR_Home3A",128,5134
"1884_108_Vis3AR_Home3A",129,5134
"1884_108_Vis3AR_Home3A",131,5134
"1884_109_Vis3AR_Home3A",58,6171
"1884_109_Vis3AR_Home3A",60,6171
"1884_109_Vis3AR_Home3A",61,6171
"1884_109_Vis3AR_Home3A",198,6171
"1884_109_Vis3AR_Home3A",199,6171
"1884_109_Vis3AR_Home3A",201,6171
"1884_109_Vis3AR_Home3A",204,6171
"1884_109_Vis3AR_Home3A",206,6171
"1884_109_Vis3AR_Home3A",207,6171
"1884_109_Vis3AR_Home3A",224,6171
"1884_109_Vis3AR_Home3A",225,6171
"1884_109_Vis3AR_Home3A",226,6171
"1884_109_Vis3AR_Home3A",229,356
"1884_109_Vis3AR_Home3A",231,356
"1884_116_Vis3AS_Home3A",15,3198
"1884_116_Vis3AS_Home3A",21,3198
"1884_116_Vis3AS_Home3A",22,3198
"1884_116_Vis3AS_Home3A",109,549
"1884_116_Vis3AS_Home3A",118,3198
"1884_116_Vis3AS_Home3A",119,3198
"1884_116_Vis3AS_Home3A",120,3198
"1884_116_Vis3AS_Home3A",121,3198
"1884_116_Vis3AS_Home3A",126,3198
"1884_116_Vis3AS_Home3A",129,3198
"1884_116_Vis3AS_Home3A",157,3198
"1884_116_Vis3AS_Home3A",165,3198
"1884_116_Vis3AS_Home3A",193,3198
"1884_117_Vis3AS_Home3A",80,5949
"1884_117_Vis3AS_Home3A",162,5949
"1884_117_Vis3AS_Home3A",163,5949
"1884_117_Vis3AS_Home3A",164,5949
"1884_117_Vis3AS_Home3A",168,5949
"1884_117_Vis3AS_Home3A",285,9382
"1884_118_Vis3AS_Home3A",13,456
"1884_118_Vis3AS_Home3A",14,456
"1884_118_Vis3AS_Home3A",19,456
"1884_118_Vis3AS_Home3A",23,456
"1884_118_Vis3AS_Home3A",26,456
"1884_118_Vis3AS_Home3A",107,7340
"1884_118_Vis3AS_Home3A",108,7340
"1884_118_Vis3AS_Home3A",111,7340
"1884_118_Vis3AS_Home3A",112,7340
"1884_118_Vis3AS_Home3A",115,7340
"1884_118_Vis3AS_Home3A",134,456
"1884_118_Vis3AS_Home3A",152,7340
"1884_119_Vis3AS_Home3A",25,5545
"1884_119_Vis3AS_Home3A",28,5545
"1884_119_Vis3AS_Home3A",87,893
"1884_119_Vis3AS_Home3A",100,5545
"1884_123_Vis3AT_Home3A",203,2721
"1884_123_Vis3AT_Home3A",206,2721
"1884_123_Vis3AT_Home3A",249,6443
"1884_124_Vis3AT_Home3A",26,6871
"1884_124_Vis3AT_Home3A",28,6871
"1884_124_Vis3AT_Home3A",36,6871
"1884_124_Vis3AT_Home3A",92,849
"1884_124_Vis3AT_Home3A",163,849
"1884_124_Vis3AT_Home3A",166,849
"1884_124_Vis3AT_Home3A",231,849
"1884_125_Vis3AT_Home3A",19,456
"1884_125_Vis3AT_Home3A",26,6039
"1884_125_Vis3AT_Home3A",28,6039
"1884_125_Vis3AT_Home3A",33,6039
"1884_125_Vis3AT_Home3A",34,6039
"1884_125_Vis3AT_Home3A",137,6039
"1884_126_Vis3AT_Home3A",66,893
"1884_126_Vis3AT_Home3A",71,893
"1884_128_Vis3AU_Home3A",52,4659
"1884_128_Vis3AU_Home3A",55,4659
"1884_128_Vis3AU_Home3A",58,4659
"1884_128_Vis3AU_Home3A",102,433
"1884_128_Vis3AU_Home3A",139,433
"1884_128_Vis3AU_Home3A",184,4659
"1884_128_Vis3AU_Home3A",187,4659
"1884_128_Vis3AU_Home3A",196,8293
"1884_128_Vis3AU_Home3A",199,8293
"1884_128_Vis3AU_Home3A",200,8293
"1884_128_Vis3AU_Home3A",202,8293
"1884_129_Vis3AU_Home3A",17,549
"1884_129_Vis3AU_Home3A",35,549
"1884_129_Vis3AU_Home3A",78,549
"1884_129_Vis3AU_Home3A",119,4055
"1884_129_Vis3AU_Home3A",217,8378
"1884_129_Vis3AU_Home3A",218,8378
"1884_130_Vis3AU_Home3A",19,849
"1884_130_Vis3AU_Home3A",98,849
"1884_130_Vis3AU_Home3A",99,849
"1884_130_Vis3AU_Home3A",103,849
"1884_130_Vis3AU_Home3A",107,849
"1884_130_Vis3AU_Home3A",173,2042
"1884_130_Vis3AU_Home3A",174,2042
"1884_130_Vis3AU_Home3A",176,2042
"1884_130_Vis3AU_Home3A",178,2042
"1884_130_Vis3AU_Home3A",237,8736
"1884_130_Vis3AU_Home3A",261,8299
"1884_130_Vis3AU_Home3A",263,8299
"1884_130_Vis3AU_Home3A",264,8299
"1884_138_Vis3AV_Home3A",48,9863
"1884_139_Vis3AV_Home3A",16,893
"1884_139_Vis3AV_Home3A",17,893
"1884_139_Vis3AV_Home3A",26,6766
"1884_139_Vis3AV_Home3A",29,6766
"1884_139_Vis3AV_Home3A",36,6766
"1884_139_Vis3AV_Home3A",37,6766
"1884_139_Vis3AV_Home3A",53,6766
"1884_139_Vis3AV_Home3A",103,6766
"1884_139_Vis3AV_Home3A",200,4833
"1884_139_Vis3AV_Home3A",211,4833
"1884_139_Vis3AV_Home3A",212,4833
"1883_001_Vis4AB_Home4A",34,3808
"1883_001_Vis4AB_Home4A",84,3808
"1883_001_Vis4AB_Home4A",89,3808
"1883_001_Vis4AB_Home4A",169,NA
"1883_001_Vis4AB_Home4A",182,NA
"1883_002_Vis4AB_Home4A",11,463
"1883_002_Vis4AB_Home4A",27,9824
"1883_002_Vis4AB_Home4A",33,9824
"1883_002_Vis4AB_Home4A",65,NA
"1883_002_Vis4AB_Home4A",66,NA
"1883_002_Vis4AB_Home4A",95,NA
"1883_002_Vis4AB_Home4A",137,NA
"1883_002_Vis4AB_Home4A",142,NA
"1883_002_Vis4AB_Home4A",166,NA
"1883_002_Vis4AB_Home4A",168,NA
"1883_003_Vis4AB_Home4A",140,NA
"1883_003_Vis4AB_Home4A",205,NA
"1883_003_Vis4AB_Home4A",234,NA
"1883_004_Vis4AC_Home4A",222,792
"1883_005_Vis4AC_Home4A",35,NA
"1883_005_Vis4AC_Home4A",39,NA
"1883_005_Vis4AC_Home4A",120,NA
"1883_005_Vis4AC_Home4A",152,NA
"1883_005_Vis4AC_Home4A",292,NA
"1883_005_Vis4AC_Home4A",296,NA
"1883_006_Vis4AC_Home4A",15,3081
"1883_006_Vis4AC_Home4A",82,675
"1883_006_Vis4AC_Home4A",87,675
"1883_006_Vis4AC_Home4A",135,NA
"1883_006_Vis4AC_Home4A",275,NA
"1883_008_Vis4AD_Home4A",84,NA
"1883_008_Vis4AD_Home4A",87,NA
"1883_009_Vis4AD_Home4A",16,9832
"1883_009_Vis4AD_Home4A",19,9832
"1883_009_Vis4AD_Home4A",21,9832
"1883_009_Vis4AD_Home4A",24,9832
"1883_009_Vis4AD_Home4A",86,983
"1883_009_Vis4AD_Home4A",88,983
"1883_009_Vis4AD_Home4A",91,983
"1883_009_Vis4AD_Home4A",156,983
"1883_010_Vis4AD_Home4A",12,NA
"1883_010_Vis4AD_Home4A",47,NA
"1883_010_Vis4AD_Home4A",58,NA
"1883_011_Vis4AE_Home4A",12,924
"1883_011_Vis4AE_Home4A",113,924
"1883_011_Vis4AE_Home4A",115,924
"1883_011_Vis4AE_Home4A",116,924
"1883_011_Vis4AE_Home4A",122,924
"1883_011_Vis4AE_Home4A",125,924
"1883_011_Vis4AE_Home4A",153,939
"1883_011_Vis4AE_Home4A",155,939
"1883_012_Vis4AE_Home4A",113,NA
"1883_012_Vis4AE_Home4A",171,NA
"1883_012_Vis4AE_Home4A",173,6305
"1883_013_Vis4AE_Home4A",18,NA
"1883_013_Vis4AE_Home4A",46,NA
"1883_013_Vis4AE_Home4A",48,NA
"1883_013_Vis4AE_Home4A",53,NA
"1883_013_Vis4AE_Home4A",56,NA
"1883_013_Vis4AE_Home4A",62,NA
"1883_013_Vis4AE_Home4A",86,NA
"1883_013_Vis4AE_Home4A",139,NA
"1883_013_Vis4AE_Home4A",154,NA
"1883_013_Vis4AE_Home4A",157,NA
"1883_013_Vis4AE_Home4A",158,NA
"1883_013_Vis4AE_Home4A",183,NA
"1883_013_Vis4AE_Home4A",188,NA
"1883_013_Vis4AE_Home4A",193,NA
"1883_017_Vis4AF_Home4A",20,3885
"1883_017_Vis4AF_Home4A",28,3885
"1883_017_Vis4AF_Home4A",63,3885
"1883_017_Vis4AF_Home4A",123,NA
"1883_017_Vis4AF_Home4A",217,NA
"1883_018_Vis4AF_Home4A",45,NA
"1883_018_Vis4AF_Home4A",75,8073
"1883_018_Vis4AF_Home4A",76,8073
"1883_018_Vis4AF_Home4A",77,NA
"1883_018_Vis4AF_Home4A",79,NA
"1883_019_Vis4AF_Home4A",24,8734
"1883_019_Vis4AF_Home4A",50,8734
"1883_019_Vis4AF_Home4A",57,8734
"1883_019_Vis4AF_Home4A",98,983
"1883_019_Vis4AF_Home4A",172,8734
"1883_019_Vis4AF_Home4A",210,7532
"1883_024_Vis4AG_Home4A",30,3722
"1883_024_Vis4AG_Home4A",121,675
"1883_024_Vis4AG_Home4A",166,722
"1883_024_Vis4AG_Home4A",261,NA
"1883_024_Vis4AG_Home4A",262,NA
"1883_026_Vis4AG_Home4A",26,7933
"1883_026_Vis4AG_Home4A",27,7933
"1883_026_Vis4AG_Home4A",30,7933
"1883_026_Vis4AG_Home4A",42,420
"1883_026_Vis4AG_Home4A",83,NA
"1883_026_Vis4AG_Home4A",88,NA
"1883_026_Vis4AG_Home4A",155,NA
"1883_026_Vis4AG_Home4A",212,NA
"1883_026_Vis4AG_Home4A",299,NA
"1883_026_Vis4AG_Home4A",300,NA
"1883_027_Vis4AH_Home4A",31,5996
"1883_027_Vis4AH_Home4A",86,NA
"1883_027_Vis4AH_Home4A",284,9631
"1883_027_Vis4AH_Home4A",286,NA
"1883_028_Vis4AH_Home4A",270,NA
"1883_028_Vis4AH_Home4A",273,NA
"1883_029_Vis4AH_Home4A",105,6810
"1883_029_Vis4AH_Home4A",141,6810
"1883_029_Vis4AH_Home4A",160,NA
"1883_029_Vis4AH_Home4A",168,NA
"1883_029_Vis4AH_Home4A",223,NA
"1883_029_Vis4AH_Home4A",225,NA
"1883_030_Vis4AH_Home4A",120,6751
"1883_030_Vis4AH_Home4A",131,6999
"1883_030_Vis4AH_Home4A",151,6999
"1883_030_Vis4AH_Home4A",159,6999
"1883_030_Vis4AH_Home4A",207,NA
"1883_039_Vis4AI_Home4A",11,463
"1883_039_Vis4AI_Home4A",52,463
"1883_039_Vis4AI_Home4A",54,463
"1883_039_Vis4AI_Home4A",110,2674
"1883_039_Vis4AI_Home4A",115,2674
"1883_039_Vis4AI_Home4A",133,463
"1883_039_Vis4AI_Home4A",212,2674
"1883_039_Vis4AI_Home4A",216,2674
"1883_039_Vis4AI_Home4A",280,6543
"1883_039_Vis4AI_Home4A",281,NA
"1883_039_Vis4AI_Home4A",303,6543
"1883_039_Vis4AI_Home4A",304,6543
"1883_039_Vis4AI_Home4A",305,NA
"1883_040_Vis4AI_Home4A",84,642
"1883_040_Vis4AI_Home4A",106,NA
"1883_040_Vis4AI_Home4A",137,NA
"1883_040_Vis4AI_Home4A",247,NA
"1883_040_Vis4AI_Home4A",248,956
"1883_040_Vis4AI_Home4A",289,NA
"1883_040_Vis4AI_Home4A",298,NA
"1883_041_Vis4AI_Home4A",29,3697
"1883_041_Vis4AI_Home4A",74,NA
"1883_041_Vis4AI_Home4A",161,NA
"1883_041_Vis4AI_Home4A",251,NA
"1883_044_Vis4AJ_Home4A",147,NA
"1884_001_Vis4AK_Home4A",89,NA
"1884_001_Vis4AK_Home4A",117,NA
"1884_001_Vis4AK_Home4A",120,NA
"1884_001_Vis4AK_Home4A",121,NA
"1884_001_Vis4AK_Home4A",149,NA
"1884_001_Vis4AK_Home4A",295,NA
"1884_002_Vis4AK_Home4A",13,659
"1884_002_Vis4AK_Home4A",19,4555
"1884_002_Vis4AK_Home4A",130,4555
"1884_002_Vis4AK_Home4A",132,4555
"1884_002_Vis4AK_Home4A",133,4555
"1884_004_Vis4AK_Home4A",69,NA
"1884_004_Vis4AK_Home4A",70,NA
"1884_005_Vis4AL_Home4A",57,4940
"1884_005_Vis4AL_Home4A",135,4940
"1884_005_Vis4AL_Home4A",140,NA
"1884_005_Vis4AL_Home4A",167,792
"1884_005_Vis4AL_Home4A",168,792
"1884_005_Vis4AL_Home4A",225,NA
"1884_005_Vis4AL_Home4A",227,NA
"1884_005_Vis4AL_Home4A",230,NA
"1884_005_Vis4AL_Home4A",289,8503
"1884_005_Vis4AL_Home4A",290,8503
"1884_006_Vis4AL_Home4A",45,722
"1884_006_Vis4AL_Home4A",274,964
"1884_006_Vis4AL_Home4A",277,964
"1884_007_Vis4AL_Home4A",64,2833
"1884_015_Vis4AM_Home4A",22,6395
"1884_015_Vis4AM_Home4A",23,6395
"1884_015_Vis4AM_Home4A",24,6395
"1884_015_Vis4AM_Home4A",26,6395
"1884_015_Vis4AM_Home4A",37,6395
"1884_015_Vis4AM_Home4A",58,6395
"1884_015_Vis4AM_Home4A",88,722
"1884_015_Vis4AM_Home4A",89,722
"1884_016_Vis4AN_Home4A",39,933
"1884_017_Vis4AN_Home4A",113,389
"1884_018_Vis4AN_Home4A",66,6125
"1884_018_Vis4AN_Home4A",88,318
"1884_018_Vis4AN_Home4A",107,6125
"1884_018_Vis4AN_Home4A",144,811
"1884_018_Vis4AN_Home4A",145,811
"1884_018_Vis4AN_Home4A",170,6125
"1884_026_Vis4AO_Home4A",34,933
"1884_027_Vis4AO_Home4A",194,5812
"1884_027_Vis4AO_Home4A",195,5812
"1884_027_Vis4AO_Home4A",222,772
"1884_027_Vis4AO_Home4A",226,772
"1884_029_Vis4AO_Home4A",48,9351
"1884_030_Vis4AP_Home4A",156,6142
"1884_030_Vis4AP_Home4A",202,6142
"1884_033_Vis4AP_Home4A",85,612
"1884_033_Vis4AP_Home4A",238,6142
"1884_033_Vis4AP_Home4A",241,6142
"1884_038_Vis4AQ_Home4A",19,987
"1884_039_Vis4AQ_Home4A",81,722
"1884_040_Vis4AQ_Home4A",27,2788
"1884_040_Vis4AQ_Home4A",89,318
"1884_040_Vis4AQ_Home4A",116,2788
"1884_040_Vis4AQ_Home4A",146,2788
"1884_040_Vis4AQ_Home4A",153,2788
"1884_040_Vis4AQ_Home4A",155,2788
"1884_041_Vis4AR_Home4A",14,612
"1884_041_Vis4AR_Home4A",27,6302
"1884_041_Vis4AR_Home4A",65,6302
"1884_041_Vis4AR_Home4A",69,6302
"1884_041_Vis4AR_Home4A",79,612
"1884_041_Vis4AR_Home4A",134,612
"1884_041_Vis4AR_Home4A",135,612
"1884_041_Vis4AR_Home4A",147,6302
"1884_041_Vis4AR_Home4A",148,6302
"1884_042_Vis4AR_Home4A",30,8340
"1884_042_Vis4AR_Home4A",33,8340
"1884_042_Vis4AR_Home4A",120,933
"1884_042_Vis4AR_Home4A",121,933
"1884_042_Vis4AR_Home4A",209,873
"1884_042_Vis4AR_Home4A",242,995
"1884_042_Vis4AR_Home4A",271,4821
"1884_042_Vis4AR_Home4A",312,8989
"1884_042_Vis4AR_Home4A",313,8989
"1884_042_Vis4AR_Home4A",318,8989
"1884_042_Vis4AR_Home4A",320,8989
"1884_042_Vis4AR_Home4A",323,8989
"1884_043_Vis4AR_Home4A",23,6023
"1884_043_Vis4AR_Home4A",24,6023
"1884_043_Vis4AR_Home4A",115,6023
"1884_043_Vis4AR_Home4A",163,6023
"1884_043_Vis4AR_Home4A",165,6023
"1884_043_Vis4AR_Home4A",168,6023
"1884_043_Vis4AR_Home4A",183,987
"1884_051_Vis4AS_Home4A",242,933
"1884_051_Vis4AS_Home4A",248,933
"1884_052_Vis4AS_Home4A",37,6749
"1884_052_Vis4AS_Home4A",183,995
"1884_052_Vis4AS_Home4A",186,995
"1884_053_Vis4AS_Home4A",64,8722
"1884_055_Vis4AT_Home4A",100,843
"1884_056_Vis4AT_Home4A",87,6049
"1884_056_Vis4AT_Home4A",199,6049
"1884_056_Vis4AT_Home4A",238,9656
"1884_056_Vis4AT_Home4A",263,7514
"1884_067_Vis4AU_Home4A",6,420
"1884_067_Vis4AU_Home4A",7,420
"1884_067_Vis4AU_Home4A",47,9348
"1884_067_Vis4AU_Home4A",56,9348
"1884_067_Vis4AU_Home4A",93,9348
"1884_067_Vis4AU_Home4A",156,9348
"1884_067_Vis4AU_Home4A",182,948
"1884_068_Vis4AU_Home4A",14,933
"1884_068_Vis4AU_Home4A",93,9368
"1884_068_Vis4AU_Home4A",94,9368
"1884_068_Vis4AU_Home4A",97,9368
"1884_068_Vis4AU_Home4A",124,933
"1884_068_Vis4AU_Home4A",280,677
"1884_068_Vis4AU_Home4A",281,677
"1884_069_Vis4AU_Home4A",20,2981
"1884_069_Vis4AU_Home4A",37,722
"1884_069_Vis4AU_Home4A",95,2981
"1884_069_Vis4AU_Home4A",97,2981
"1884_069_Vis4AU_Home4A",158,2981
"1884_069_Vis4AU_Home4A",191,987
"1884_069_Vis4AU_Home4A",192,987
"1884_070_Vis4AU_Home4A",7,843
"1884_070_Vis4AU_Home4A",15,843
"1884_070_Vis4AU_Home4A",234,4788
"1884_079_Vis4AV_Home4A",29,2030
"1884_080.5_Vis4AV_Home4A",24,2951
"1884_080.5_Vis4AV_Home4A",58,2951
"1884_080.5_Vis4AV_Home4A",175,2951
"1884_080_Vis4AV_Home4A",111,843
"1884_080_Vis4AV_Home4A",113,843
"1884_086_Vis4AW_Home4A",151,933
"1884_086_Vis4AW_Home4A",155,933
"1884_087_Vis4AW_Home4A",27,674
"1884_087_Vis4AW_Home4A",63,674
"1884_087_Vis4AW_Home4A",88,674
"1884_087_Vis4AW_Home4A",91,674
"1884_087_Vis4AW_Home4A",94,674
"1884_087_Vis4AW_Home4A",101,674
"1884_088_Vis4AW_Home4A",65,3834
"1884_088_Vis4AW_Home4A",134,722
"1884_088_Vis4AW_Home4A",184,722
"1884_088_Vis4AW_Home4A",263,677
"1884_093_Vis4AX_Home4A",75,6358
"1884_093_Vis4AX_Home4A",77,6358
"1884_095_Vis4AX_Home4A",54,3881
"1884_095_Vis4AX_Home4A",159,3881
"1884_095_Vis4AX_Home4A",163,3881
"1884_095_Vis4AX_Home4A",172,3881
"1884_095_Vis4AX_Home4A",256,5481
"1884_095_Vis4AX_Home4A",281,4790
"1884_095_Vis4AX_Home4A",284,4790
"1884_095_Vis4AX_Home4A",287,4790
"1884_102_Vis4AY_Home4A",16,6938
"1884_103_Vis4AY_Home4A",18,677
"1884_103_Vis4AY_Home4A",19,677
"1884_103_Vis4AY_Home4A",53,8571
"1884_103_Vis4AY_Home4A",129,6690
"1884_105_Vis4AZ_Home4A",8,484
"1884_105_Vis4AZ_Home4A",10,484
"1884_105_Vis4AZ_Home4A",26,9267
"1884_105_Vis4AZ_Home4A",28,9267
"1884_105_Vis4AZ_Home4A",70,NA
"1884_105_Vis4AZ_Home4A",145,9267
"1884_106_Vis4AZ_Home4A",28,6410
"1884_106_Vis4AZ_Home4A",31,6410
"1884_106_Vis4AZ_Home4A",80,6410
"1884_117_Vis4BA_Home4A",8,843
"1884_117_Vis4BA_Home4A",39,9916
"1884_117_Vis4BA_Home4A",40,9916
"1884_118_Vis4BB_Home4A",10,722
"1884_118_Vis4BB_Home4A",13,722
"1884_119_Vis4BB_Home4A",22,3848
"1884_119_Vis4BB_Home4A",92,3848
"1884_119_Vis4BB_Home4A",93,3848
"1884_119_Vis4BB_Home4A",128,674
"1884_119_Vis4BB_Home4A",142,3848
"1884_119_Vis4BB_Home4A",144,3848
"1884_125_Vis4BC_Home4A",95,722
"1884_125_Vis4BC_Home4A",113,5821
"1884_125_Vis4BC_Home4A",138,722
"1884_125_Vis4BC_Home4A",139,722
"1884_127_Vis4BC_Home4A",27,9541
"1884_127_Vis4BC_Home4A",29,9541
"1884_127_Vis4BC_Home4A",92,612
"1884_127_Vis4BC_Home4A",145,9541
"1884_134_Vis4BD_Home4A",10,484
"1884_134_Vis4BD_Home4A",69,484
"1884_135_Vis4BD_Home4A",78,722
"1884_135_Vis4BD_Home4A",82,722
"1884_141_Vis4BE_Home4A",27,3403
"1884_141_Vis4BE_Home4A",171,3403
"1884_141_Vis4BE_Home4A",172,3403
"1884_142_Vis4BE_Home4A",43,674
"1884_008_Vis1AK_Home1A",29,465
"1884_008_Vis1AK_Home1A",71,473
"1884_008_Vis1AK_Home1A",91,473
"1884_008_Vis1AK_Home1A",93,473
"1884_009.5_Vis1AK_Home1A",13,5991
"1884_009.5_Vis1AK_Home1A",54,5991
"1884_009.5_Vis1AK_Home1A",64,5991
"1884_009.5_Vis1AK_Home1A",78,523
"1884_009.5_Vis1AK_Home1A",81,523
"1884_009.5_Vis1AK_Home1A",111,5668
"1884_009.5_Vis1AK_Home1A",136,523
"1884_009.5_Vis1AK_Home1A",174,504
"1884_009_Vis1AK_Home1A",24,NA
"1884_009_Vis1AK_Home1A",86,814
"1884_017_Vis1AL_Home1A",5,402
"1884_020_Vis1AM_Home1A",4,741
"1884_022_Vis1AM_Home1A",46,7784
"1884_022_Vis1AM_Home1A",47,7784
"1884_022_Vis1AM_Home1A",57,7784
"1884_022_Vis1AM_Home1A",102,7784
"1884_022_Vis1AM_Home1A",103,7784
"1884_030_Vis1AN_Home1A",8,402
"1884_030_Vis1AN_Home1A",9,402
"1884_030_Vis1AN_Home1A",31,7980
"1884_031_Vis1AN_Home1A",31,9412
"1884_031_Vis1AN_Home1A",33,9412
"1884_032_Vis1AN_Home1A",11,741
"1884_034_Vis1AO_Home1A",20,523
"1884_035_Vis1AO_Home1A",14,733
"1884_035_Vis1AO_Home1A",18,733
"1884_035_Vis1AO_Home1A",51,9314
"1884_044.5_Vis1AP_Home1A",9,741
"1884_044_Vis1AP_Home1A",23,660788
"1884_044_Vis1AP_Home1A",24,660788
"1884_046_Vis1AP_Home1A",49,7305
"1884_046_Vis1AP_Home1A",69,733
"1884_046_Vis1AP_Home1A",105,7305
"1884_046_Vis1AP_Home1A",106,7305
"1884_046_Vis1AP_Home1A",145,5237
"1884_049_Vis1AQ_Home1A",19,2051
"1884_049_Vis1AQ_Home1A",28,814
